SH600000,10731071422394 
SH600004,10731071422396 
SH600005,10731071422398 
SH600006,10731071422400 
SH600007,10731071422403 
SH600008,10731071422406 
SH600009,10731071422408 
SH600010,10731071422410 
SH600011,10731071422413 
SH600012,10731071422416 
SH600015,10731071422419 
SH600016,10731071422421 
SH600017,10731071422424 
SH600018,10731071422426 
SH600019,10731071422428 
SH600020,10731071422431 
SH600021,10731071422433 
SH600022,10731071422435 
SH600023,10731071422438 
SH600026,10731071422440 
SH600027,10731071422443 
SH600028,10731071422445 
SH600029,10731071422447 
SH600030,10731071422450 
SH600031,10731071422452 
SH600033,10731071422454 
SH600035,10731071422457 
SH600036,10731071422459 
SH600037,10731071422461 
SH600038,10731071422464 
SH600039,10731071422466 
SH600048,10731071422469 
SH600050,10731071422471 
SH600051,10731071422473 
SH600052,10731071422476 
SH600053,10731071422478 
SH600054,10731071422481 
SH600055,10731071422483 
SH600056,10731071422486 
SH600057,10731075490859 
SH600058,10731071422488 
SH600059,10731071422491 
SH600060,10731071422493 
SH600061,10731071422495 
SH600062,10731071422497 
SH600063,10731071422499 
SH600064,10731071422501 
SH600066,10731071422503 
SH600067,10731071422505 
SH600068,10731071422507 
SH600069,10731075490861 
SH600070,10731071422509 
SH600071,10731071422511 
SH600072,10731071422512 
SH600073,10731071422514 
SH600074,10731071422516 
SH600075,10731071422518 
SH600076,10731071422520 
SH600077,10731071422522 
SH600078,10731071422524 
SH600079,10731071422525 
SH600080,10731071422527 
SH600081,10731071422529 
SH600082,10731071422531 
SH600083,10731071422533 
SH600084,10731071422535 
SH600085,10731071422537 
SH600086,10731071422538 
SH600088,10731071422540 
SH600089,10731071422542 
SH600090,10731071422544 
SH600091,10731075825020 
SH600093,10731071422546 
SH600094,10731071422548 
SH600095,10731071422550 
SH600096,10731071422552 
SH600097,10731071422554 
SH600098,10731071422556 
SH600099,10731071422558 
SH600100,10731071422560 
SH600101,10731071422561 
SH600103,10731071422563 
SH600104,10731071422565 
SH600105,10731071422567 
SH600106,10731071422569 
SH600107,10731071422571 
SH600108,10731071422574 
SH600109,10731071422576 
SH600110,10731071422578 
SH600111,10731071422580 
SH600112,10731071422583 
SH600113,10731071422585 
SH600114,10731071422587 
SH600115,10731071422590 
SH600116,10731071422592 
SH600117,10731071422595 
SH600118,10731071422597 
SH600119,10731071422600 
SH600120,10731071422602 
SH600121,10731071422605 
SH600122,10731071422607 
SH600123,10731071422609 
SH600125,10731071422612 
SH600126,10731071422615 
SH600127,10731071422617 
SH600128,10731071422620 
SH600129,10731071422623 
SH600130,10731071422625 
SH600131,10731071422628 
SH600132,10731071422631 
SH600133,10731071422633 
SH600135,10731071422635 
SH600136,10731071422638 
SH600137,10731071422640 
SH600138,10731071422642 
SH600139,10731071422644 
SH600141,10731071422646 
SH600143,10731071422649 
SH600145,10731075825022 
SH600146,10731070051269 
SH600148,10731071422651 
SH600149,10731071422654 
SH600150,10731071422656 
SH600151,10731071422658 
SH600152,10731071422661 
SH600153,10731071422664 
SH600155,10731071422666 
SH600156,10731071422669 
SH600157,10731071422671 
SH600158,10731071422674 
SH600159,10731071422676 
SH600160,10731071422679 
SH600161,10731071422681 
SH600162,10731071422684 
SH600163,10731071422686 
SH600165,10731071422689 
SH600166,10731071422691 
SH600167,10731071422693 
SH600168,10731071422696 
SH600169,10731071601124 
SH600170,10731071601126 
SH600171,10731071601128 
SH600172,10731071601130 
SH600173,10731071601132 
SH600175,10731071601134 
SH600176,10731071601136 
SH600177,10731071601138 
SH600178,10731070051271 
SH600179,10731075825027 
SH600180,10731071601140 
SH600182,10731071601142 
SH600183,10731071601144 
SH600184,10731071601146 
SH600185,10731071601148 
SH600186,10731071601150 
SH600187,10731071601152 
SH600188,10731071601155 
SH600189,10731071601157 
SH600190,10731071601159 
SH600191,10731071601161 
SH600192,10731071601214 
SH600193,10731071601216 
SH600195,10731071601217 
SH600196,10731071601219 
SH600197,10731071601221 
SH600198,10731071601223 
SH600199,10731071601225 
SH600200,10731071601227 
SH600201,10731071601229 
SH600202,10731071601231 
SH600203,10731071601233 
SH600206,10731071601235 
SH600207,10731071601237 
SH600208,10731071601239 
SH600209,10731071601241 
SH600210,10731071601243 
SH600211,10731071601245 
SH600212,10731071601247 
SH600213,10731071601249 
SH600215,10731071601251 
SH600216,10731071601253 
SH600217,10731071601255 
SH600218,10731071601257 
SH600219,10731071601259 
SH600220,10731071601261 
SH600221,10731071601263 
SH600222,10731071601265 
SH600223,10731071601267 
SH600225,10731071601269 
SH600226,10731071601271 
SH600227,10731071601273 
SH600228,10731071601275 
SH600229,10731071601277 
SH600230,10731071601279 
SH600231,10731071601280 
SH600232,10731071601282 
SH600233,10731071601284 
SH600234,10731071601286 
SH600235,10731071601288 
SH600236,10731071601290 
SH600237,10731071601292 
SH600238,10731071601294 
SH600239,10731071601296 
SH600240,10731071601298 
SH600241,10731071601300 
SH600242,10731075490857 
SH600243,10731071601303 
SH600246,10731071601306 
SH600247,10731075825036 
SH600248,10731071601308 
SH600249,10731071601311 
SH600250,10731071601313 
SH600251,10731071601316 
SH600252,10731071601319 
SH600255,10731071601322 
SH600256,10731071601324 
SH600257,10731071601327 
SH600258,10731071601329 
SH600259,10731071601332 
SH600260,10731071601334 
SH600261,10731071601336 
SH600262,10731071601339 
SH600265,10731075825033 
SH600266,10731071601341 
SH600267,10731071601343 
SH600268,10731071601345 
SH600269,10731071601347 
SH600270,10731071601349 
SH600271,10731071601351 
SH600272,10731071601353 
SH600273,10731071601355 
SH600275,10731071601357 
SH600276,10731071601359 
SH600277,10731071601361 
SH600278,10731071601363 
SH600279,10731071601364 
SH600280,10731071601366 
SH600281,10731071601368 
SH600282,10731071601370 
SH600283,10731071601372 
SH600284,10731071601374 
SH600285,10731071601376 
SH600287,10731071601378 
SH600288,10731071601380 
SH600289,10731071601382 
SH600290,10731071601383 
SH600291,10731071601385 
SH600292,10731071601387 
SH600293,10731071601389 
SH600295,10731071601391 
SH600297,10731071601393 
SH600298,10731071601395 
SH600299,10731071601397 
