股票代码,股票名称,交易日期,股票行业,股票概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率,市销率,市现率,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sh600000,浦发银行,1999-11-10,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,29.5,29.8,27,27.75,27.75,1.14,1.775,174085055,4859102435,0.544016,8880000000,66877500000,0,0,\N,\N,\N,\N,2.820729,2.820729,2.820729,2.820729,2.820729,\N,0,0,0,\N,26.785714,26.785714,26.785714,\N,\N,\N,\N,\N,\N,\N,\N,\N,0.28,1
sh600000,浦发银行,1999-11-11,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.58,28.38,27.53,27.71,27.71,1.13,-0.001441,29403491,821582199,0.091886,8867200000,66781100000,0,0,\N,\N,\N,\N,2.818697,2.818697,2.818697,2.818697,2.818697,\N,-0.000091,-0.000051,-0.000081,\N,25.928571,26.271429,25.242857,\N,\N,\N,\N,\N,\N,0,0,0,0.030631,0.288994
sh600000,浦发银行,1999-11-12,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.86,28.3,27.77,28.05,28.05,1.18,0.01227,15007963,421591623,0.046900,8976000000,67600500000,0,0,\N,\N,\N,\N,2.829539,2.829539,2.829539,2.829539,2.829539,1日、5日均线金叉；1日、10日均线金叉；1日、20日均线金叉；1日、30日均线金叉；1日、60日均线金叉；,0.000956,0.000362,0.001188,金叉,31.409774,28.705382,36.81856,金叉,\N,\N,\N,\N,\N,66.053644,62.755744,61.179316,0.019127,0.206062
sh600000,浦发银行,1999-11-15,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,28.2,28.25,27.7,27.75,27.75,1.14,-0.010695,11921071,332952812,0.037253,8880000000,66877500000,0,0,\N,\N,\N,\N,2.827337,2.827337,2.827337,2.827337,2.827337,1日、5日均线死叉；1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；1日、60日均线死叉；,0.000307,0.000343,-0.000072,死叉,29.489011,29.030889,30.405254,\N,\N,\N,\N,\N,\N,37.727545,37.753157,37.65734,0.019608,0.206947
sh600000,浦发银行,1999-11-16,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.88,27.97,26.48,26.55,26.55,0.96,-0.043243,23223120,628908296,0.072572,8496000000,63985500000,0,0,\N,\N,\N,\N,2.801621,2.801621,2.801621,2.801621,2.801621,\N,-0.004905,-0.001218,-0.007374,\N,18.977984,25.171717,6.590517,死叉,\N,\N,\N,\N,\N,11.957554,13.287557,13.897251,0.053694,0.457796
sh600000,浦发银行,1999-11-17,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.5,27.18,26.37,27.18,27.18,1.05,0.023729,10052566,268995055,0.031414,8697600000,65503800000,0,0,\N,\N,\N,\N,2.790034,2.795149,2.795149,2.795149,2.795149,\N,-0.005208,-0.0023,-0.005817,\N,20.672471,23.527632,14.962149,\N,\N,\N,\N,\N,\N,36.191339,34.046935,33.091054,0.030508,0.560918
sh600000,浦发银行,1999-11-18,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.2,27.58,26.78,27.02,27.02,1.03,-0.005887,8446529,229577879,0.026395,8646400000,65118200000,0,0,\N,\N,\N,\N,2.776006,2.788204,2.788204,2.788204,2.788204,\N,-0.00605,-0.003249,-0.005602,\N,20.062776,22.300881,15.586565,\N,\N,\N,\N,\N,\N,33.954742,32.501115,31.807886,0.029433,0.615177
sh600000,浦发银行,1999-11-19,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.5,27.53,26.8,26.88,26.88,1.01,-0.005181,5374994,145887121,0.016797,8601600000,64780800000,0,0,\N,\N,\N,\N,2.752221,2.781215,2.781215,2.781215,2.781215,\N,-0.007193,-0.004197,-0.005993,\N,18.261156,20.899631,12.984204,\N,\N,\N,\N,\N,\N,31.726507,31.043889,30.63816,0.027017,0.455367
sh600000,浦发银行,1999-11-22,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.88,26.95,26.3,26.45,26.45,0.94,-0.015997,5535421,147086153,0.017298,8464000000,63744500000,0,0,\N,\N,\N,\N,2.725793,2.770924,2.770924,2.770924,2.770924,\N,-0.010044,-0.005547,-0.008994,\N,13.478261,18.359774,3.715236,\N,\N,\N,\N,\N,\N,24.663506,25.969675,26.363304,0.024182,0.525854
sh600000,浦发银行,1999-11-23,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.45,26.55,26.1,26.45,26.45,0.94,0,3843966,101224493,0.012012,8464000000,63744500000,0,0,\N,\N,\N,\N,2.72376,2.76269,2.76269,2.76269,2.76269,\N,-0.011921,-0.006975,-0.00989,\N,14.113482,16.919364,8.501718,\N,\N,\N,\N,\N,\N,24.911112,26.278209,26.688846,0.017013,0.57798
sh600000,浦发银行,1999-11-24,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.44,26.55,26.01,26.43,26.43,0.94,-0.000756,4098001,107344461,0.012806,8457600000,63696300000,0,0,\N,\N,\N,\N,2.708513,2.749273,2.755769,2.755769,2.755769,\N,-0.013218,-0.008341,-0.009753,\N,15.539006,16.453863,13.709291,\N,\N,\N,\N,\N,\N,24.717909,26.271604,26.747394,0.020416,0.75058
sh600000,浦发银行,1999-11-25,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.3,26.66,26.02,26.4,26.4,0.93,-0.001135,5725292,150528185,0.017892,8448000000,63624000000,0,0,\N,\N,\N,\N,2.695909,2.735958,2.749747,2.749747,2.749747,\N,-0.014156,-0.00959,-0.009132,\N,16.167755,16.357753,15.787758,\N,\N,\N,\N,25,\N,24.19804,26.063074,26.645924,0.024215,1.164734
sh600000,浦发银行,1999-11-26,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.43,26.66,26.15,26.45,26.45,0.94,0.001894,2282685,60508935,0.007133,8464000000,63744500000,0,0,\N,\N,\N,\N,2.687167,2.719694,2.745043,2.745043,2.745043,1日、5日均线金叉；,-0.014377,-0.010603,-0.007548,\N,18.27231,16.999235,20.818461,金叉,\N,\N,\N,25,\N,28.071988,28.138245,28.190389,0.019318,0.531219
sh600000,浦发银行,1999-11-29,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.45,26.83,26.22,26.33,26.33,0.92,-0.004537,2681243,71099577,0.008379,8425600000,63455300000,0,0,\N,\N,\N,\N,2.684728,2.70526,2.740139,2.740139,2.740139,1日、5日均线死叉；,-0.015063,-0.011536,-0.007054,\N,18.978013,17.661094,21.611849,\N,\N,\N,\N,25,\N,24.566814,26.389887,26.985893,0.023062,0.719558
sh600000,浦发银行,1999-11-30,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.3,26.5,26.11,26.4,26.4,0.93,0.002659,2371355,62335742,0.007410,8448000000,63624000000,0,0,\N,\N,\N,\N,2.683712,2.703736,2.736364,2.736364,2.736364,\N,-0.014966,-0.012247,-0.005437,\N,20.936736,18.755474,25.29926,\N,\N,\N,\N,25,\N,30.733389,29.382371,29.061043,0.014812,0.691012
sh600000,浦发银行,1999-12-01,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.31,26.9,26.21,26.6,26.6,0.96,0.007576,2865195,76287992,0.008954,8512000000,64106000000,0,0,\N,\N,\N,\N,2.687168,2.69784,2.734331,2.734331,2.734331,1日、5日均线金叉；1日、10日均线金叉；,-0.013471,-0.012499,-0.001944,\N,26.905508,21.476294,37.763934,\N,\N,\N,\N,33.333333,\N,45.790303,37.1396,34.388549,0.026136,0.899547
sh600000,浦发银行,1999-12-02,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.52,26.72,26.22,26.26,26.26,0.91,-0.012782,1938487,51110241,0.006058,8403200000,63286600000,0,0,\N,\N,\N,\N,2.684322,2.690116,2.730505,2.730505,2.730505,1日、5日均线死叉；1日、10日均线死叉；,-0.014302,-0.012868,-0.002869,\N,26.802148,23.253383,33.89968,\N,\N,\N,\N,33.333333,27.777778,31.662957,30.796612,30.304176,0.018797,0.798456
sh600000,浦发银行,1999-12-03,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.25,26.65,26.2,26.36,26.36,0.93,0.003808,2552574,67291877,0.007977,8435200000,63527600000,0,0,\N,\N,\N,\N,2.682493,2.68483,2.727668,2.727668,2.727668,\N,-0.014122,-0.013123,-0.001998,\N,30.97954,25.830512,41.277595,\N,\N,\N,\N,33.333333,29.166667,38.370814,34.404986,32.781921,0.017136,1.028529
sh600000,浦发银行,1999-12-06,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.3,26.35,25.6,25.66,25.66,0.82,-0.026555,6983999,180516074,0.021825,8211200000,61840600000,0,0,\N,\N,\N,\N,2.668872,2.6768,2.721385,2.721385,2.721385,\N,-0.018377,-0.014189,-0.008375,\N,22.187522,24.615634,17.331298,死叉,\N,\N,\N,33.333333,30.555556,21.01666,24.588154,26.015812,0.028452,2.089565
sh600000,浦发银行,1999-12-07,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.6,25.85,25.5,25.6,25.6,0.81,-0.002338,3955769,101467905,0.012362,8192000000,61696000000,0,0,\N,\N,\N,\N,2.652609,2.66816,2.715425,2.715425,2.715425,\N,-0.021832,-0.015736,-0.012192,\N,17.171125,22.133385,7.246606,\N,\N,\N,\N,33.333333,31.944444,20.103412,23.99854,25.606268,0.01364,1.081046
sh600000,浦发银行,1999-12-08,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.6,25.76,25.5,25.53,25.53,0.80,-0.002734,2236538,57214358,0.006989,8169600000,61527300000,0,0,\N,\N,\N,\N,2.630857,2.659012,2.704143,2.709695,2.709695,\N,-0.02471,-0.017547,-0.014326,\N,12.160698,18.808489,-1.134884,\N,2.715425,\N,\N,33.333333,33.333333,18.941382,23.271226,25.106617,0.010156,0.632957
sh600000,浦发银行,1999-12-09,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.5,25.55,25.3,25.36,25.36,0.78,-0.006659,2564635,65136972,0.008014,8115200000,61117600000,0,0,\N,\N,\N,\N,2.612561,2.648441,2.6922,2.703699,2.703699,\N,-0.027803,-0.019614,-0.016379,\N,9.356757,15.657491,-3.24471,\N,2.704143,\N,\N,33.333333,33.333333,16.187671,21.478776,23.841397,0.009792,0.700968
sh600000,浦发银行,1999-12-10,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.36,26.1,25.22,25.97,25.97,0.87,0.024054,3553913,91041273,0.011106,8310400000,62587700000,0,0,\N,\N,\N,\N,2.604633,2.643563,2.681628,2.700921,2.700921,1日、5日均线金叉；,-0.02566,-0.02083,-0.00966,\N,21.119839,17.478436,28.402645,金叉,2.6922,\N,\N,41.666667,34.722222,48.430527,39.648217,35.943738,0.0347,0.920948
sh600000,浦发银行,1999-12-13,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.98,26.45,25.6,25.92,25.92,0.86,-0.001925,7058409,184655963,0.022058,8294400000,62467200000,0,0,\N,\N,\N,\N,2.609919,2.639396,2.672328,2.698163,2.698163,\N,-0.024042,-0.021476,-0.005132,\N,27.969188,20.975561,41.956443,\N,2.681628,\N,\N,41.666667,36.111111,46.68334,38.884463,35.508504,0.03273,1.822064
sh600000,浦发银行,1999-12-14,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.7,26,25.7,26,26,0.87,0.003086,1618462,41845145,0.005058,8320000000,62660000000,0,0,\N,\N,\N,\N,2.618051,2.63533,2.669533,2.695951,2.695951,1日、10日均线金叉；,-0.021936,-0.021568,-0.000735,\N,35.979776,25.977164,55.985,\N,2.672328,\N,\N,41.666667,37.5,50.186804,41.011831,36.968132,0.011574,0.475125
sh600000,浦发银行,1999-12-15,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26,26.9,25.9,26.45,26.45,0.94,0.017308,6797886,180407899,0.021243,8464000000,63744500000,0,0,\N,\N,\N,\N,2.636755,2.633806,2.665823,2.695668,2.695668,1日、20日均线金叉；5日、10日均线金叉；,-0.016827,-0.020617,0.00758,金叉,48.391607,33.448842,78.277136,\N,2.669533,\N,\N,50,40.277778,65.43768,51.224685,44.14058,0.038462,1.574073
sh600000,浦发银行,1999-12-16,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.5,26.5,25.95,26,26,0.87,-0.017013,3616200,94601476,0.011301,8320000000,62660000000,0,0,\N,\N,\N,\N,2.649766,2.631163,2.660639,2.693712,2.693712,1日、5日均线死叉；1日、20日均线死叉；,-0.015892,-0.01967,0.007555,\N,47.73725,38.211729,66.788293,\N,2.665823,\N,\N,41.666667,41.666667,47.835225,43.02994,39.389891,0.020794,0.798459
sh600000,浦发银行,1999-12-17,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26,26.13,25.51,25.58,25.58,0.81,-0.016154,3565329,91807404,0.011142,8185600000,61647800000,0,0,\N,\N,\N,\N,2.641838,2.623235,2.654033,2.690371,2.690371,1日、10日均线死叉；,-0.018031,-0.019341,0.00262,\N,38.967588,38.463685,39.975394,\N,2.660639,\N,\N,33.333333,41.666667,36.762268,37.008597,35.659139,0.023846,0.78683
sh600000,浦发银行,1999-12-21,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.45,25.55,25.14,25.24,25.24,0.76,-0.013292,4215311,106523995,0.013173,8076800000,60828400000,0,0,\N,\N,\N,\N,2.628013,2.618966,2.647883,2.686068,2.686068,\N,-0.021982,-0.01987,-0.004223,死叉,27.872244,34.933177,13.750379,死叉,2.654033,\N,\N,33.333333,40.277778,30.014803,32.944661,33.026221,0.016028,1.063764
sh600000,浦发银行,1999-12-22,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.24,25.35,25.05,25.15,25.15,0.74,-0.003566,3083548,77614086,0.009636,8048000000,60611500000,0,0,\N,\N,\N,\N,2.610733,2.614392,2.641276,2.681748,2.681748,5日、10日均线死叉；,-0.025475,-0.020993,-0.008965,\N,20.383259,30.083179,0.983419,\N,2.647883,\N,\N,25,37.5,28.364632,31.948667,32.390881,0.011886,0.724577
sh600000,浦发银行,1999-12-23,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.2,25.3,24.7,24.78,24.78,0.69,-0.014712,4161561,103557903,0.013005,7929600000,59719800000,0,0,\N,\N,\N,\N,2.576782,2.606768,2.63289,2.671685,2.676493,\N,-0.030659,-0.022928,-0.015462,\N,14.800941,24.989082,-5.575341,\N,2.641276,\N,\N,25,34.722222,22.302249,28.075259,29.829169,0.023857,1.116182
sh600000,浦发银行,1999-12-24,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.6,25.07,24.59,24.75,24.75,0.68,-0.001211,2832485,70142724,0.008852,7920000000,59647500000,0,0,\N,\N,\N,\N,2.551369,2.600568,2.624505,2.661656,2.671471,\N,-0.034579,-0.02526,-0.018639,\N,12.17609,20.718075,-4.907879,\N,2.63289,\N,\N,25,30.555556,21.850138,27.792226,29.655369,0.01937,0.793047
sh600000,浦发银行,1999-12-27,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.75,25,24.5,24.58,24.58,0.66,-0.006869,2233778,55170691,0.006981,7865600000,59237800000,0,0,\N,\N,\N,\N,2.531039,2.586438,2.615,2.649898,2.666229,\N,-0.038524,-0.027914,-0.021219,\N,9.2285,16.888211,-6.090921,\N,2.624505,\N,\N,25,27.777778,19.192212,26.087921,28.545694,0.020202,0.67581
sh600000,浦发银行,1999-12-28,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.54,25.08,24.5,24.6,24.6,0.66,0.000814,3176686,78430313,0.009927,7872000000,59286000000,0,0,\N,\N,\N,\N,2.518027,2.57302,2.606208,2.639225,2.661356,\N,-0.041012,-0.030535,-0.020953,\N,7.541221,13.772544,-4.921427,\N,2.615,\N,\N,33.333333,27.777778,20.558796,26.678521,28.89553,0.023596,1.025528
sh600000,浦发银行,1999-12-29,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.71,24.97,24.57,24.66,24.66,0.67,0.002439,2284237,56436027,0.007138,7891200000,59430600000,0,0,\N,\N,\N,\N,2.508066,2.559399,2.597365,2.632822,2.656936,\N,-0.042028,-0.032835,-0.018387,\N,7.694147,11.74641,-0.410379,\N,2.606208,\N,\N,33.333333,27.777778,25.112651,28.519908,29.922693,0.01626,0.777547
sh600000,浦发银行,1999-12-30,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.9,24.99,24.65,24.75,24.75,0.68,0.00365,2333169,57888237,0.007291,7920000000,59647500000,0,0,\N,\N,\N,\N,2.507456,2.542119,2.587962,2.624588,2.653015,1日、5日均线金叉；,-0.041651,-0.034599,-0.014106,\N,10.241907,11.244909,8.235903,\N,2.597365,\N,\N,41.666667,30.555556,32.117205,31.336316,31.462098,0.013788,0.907117
sh600000,浦发银行,2000-01-04,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.98,25.78,24.75,25.57,25.57,0.81,0.033131,4496068,113946783,0.014050,8182400000,61623700000,0,0,\N,\N,\N,\N,2.524126,2.537748,2.584456,2.619676,2.651559,1日、10日均线金叉；1日、20日均线金叉；,-0.034582,-0.034595,0.000027,金叉,34.692529,19.060785,65.956017,金叉,2.587962,\N,\N,41.666667,33.333333,66.428867,50.586274,43.163128,0.041616,1.547813
sh600000,浦发银行,2000-01-05,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.57,25.98,25.15,25.28,25.28,0.76,-0.011341,5252814,134465427,0.016415,8089600000,60924800000,0,0,\N,\N,\N,\N,2.538357,2.534698,2.578967,2.614254,2.649404,5日、10日均线金叉；1日、20日均线死叉；,-0.030888,-0.033854,0.005931,\N,40.695921,26.272498,69.542767,\N,2.584456,\N,\N,33.333333,34.722222,54.695299,45.641124,40.592147,0.03246,1.497128
sh600000,浦发银行,2000-01-06,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.18,26.3,25.05,25.99,25.99,0.87,0.028085,6229651,160059798,0.019468,8316800000,62635900000,0,0,\N,\N,\N,\N,2.566615,2.542321,2.580644,2.612696,2.64921,1日、20日均线金叉；1日、30日均线金叉；,-0.022148,-0.031512,0.018727,\N,54.723209,35.75607,92.657487,\N,2.578967,\N,\N,41.666667,37.5,70.171098,56.867915,48.386268,0.049446,1.512349
sh600000,浦发银行,2000-01-07,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.3,27.5,26.12,26.9,26.9,1.01,0.035013,21355330,575751082,0.066735,8608000000,64829000000,0,0,\N,\N,\N,\N,2.612154,2.56011,2.587251,2.614221,2.651338,1日、60日均线金叉；5日、20日均线金叉；,-0.007988,-0.026807,0.037638,\N,63.148807,44.886983,99.672454,\N,2.580644,2.739659,2.421629,50,40.277778,80.44344,66.516049,56.063456,0.053097,2.691824
sh600000,浦发银行,2000-01-10,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27,27.85,26.71,27.25,27.25,1.06,0.013011,16539731,450453518,0.051687,8720000000,65672500000,0,0,\N,\N,\N,\N,2.662977,2.585216,2.595992,2.616999,2.65423,5日、30日均线金叉；5日、60日均线金叉；,0.005915,-0.020262,0.052354,\N,69.462389,53.078785,102.229596,\N,2.587251,2.751714,2.422788,58.333333,44.444444,83.12631,69.395782,58.549995,0.042379,1.53505
sh600000,浦发银行,2000-01-11,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.25,27.3,26.12,26.2,26.2,0.90,-0.038532,9390776,251055911,0.029346,8384000000,63142000000,0,0,\N,\N,\N,\N,2.675784,2.599955,2.600261,2.616321,2.654443,1日、5日均线死叉；,0.008528,-0.014503,0.046062,\N,63.223682,56.460418,76.75021,\N,2.595992,2.771259,2.420725,58.333333,47.222222,55.646096,54.133929,49.681517,0.043303,0.798966
sh600000,浦发银行,2000-01-12,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26,26,24.8,25.12,25.12,0.74,-0.041221,35274913,889867340,0.088187,10048000000,60539200000,0,0,\N,\N,\N,\N,2.672531,2.605444,2.595941,2.611815,2.652093,10日、20日均线金叉；1日、10日均线死叉；1日、20日均线死叉；1日、30日均线死叉；1日、60日均线死叉；,0.002014,-0.0112,0.026427,\N,47.738552,53.553129,36.109397,死叉,2.600261,2.77024,2.430283,58.333333,50,39.52065,43.421363,42.737406,0.045802,1.986415
sh600000,浦发银行,2000-01-13,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25,25.25,24.8,24.9,24.9,0.71,-0.008758,7975643,199244304,0.019939,9960000000,60009000000,0,0,\N,\N,\N,\N,2.650372,2.608494,2.590757,2.60697,2.649342,10日、30日均线金叉；,-0.004838,-0.009927,0.010179,\N,34.429868,47.178708,8.932186,\N,2.595941,2.765955,2.425927,58.333333,54.166667,36.90669,41.598669,41.518183,0.017914,0.440466
sh600000,浦发银行,2000-01-14,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.88,25,23.91,24.2,24.2,0.60,-0.028112,17861876,434206087,0.044655,9680000000,58322000000,0,0,\N,\N,\N,\N,2.595483,2.603818,2.581609,2.599516,2.645132,5日、10日均线死叉；5日、30日均线死叉；5日、60日均线死叉；,-0.015659,-0.011073,-0.009171,死叉,25.406714,39.921377,-3.622612,\N,2.590757,2.762032,2.419482,58.333333,56.944444,29.464804,36.294845,37.894703,0.043775,1.026038
sh600000,浦发银行,2000-01-17,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.08,24.44,23.75,24.4,24.4,0.63,0.008264,8101523,194776964,0.020254,9760000000,58804000000,0,0,\N,\N,\N,\N,2.537543,2.60026,2.57119,2.592062,2.641547,5日、20日均线死叉；,-0.022375,-0.013334,-0.018083,\N,22.222362,34.021705,-1.376324,\N,2.581609,2.76093,2.402287,58.333333,58.333333,34.025827,38.731418,39.471231,0.028512,0.515333
sh600000,浦发银行,2000-01-18,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.5,24.57,23.88,24.14,24.14,0.59,-0.010656,7693316,185091684,0.019233,9656000000,58177400000,0,0,\N,\N,\N,\N,2.495664,2.585724,2.561736,2.584878,2.637552,\N,-0.029435,-0.016554,-0.025762,\N,17.98564,28.67635,-3.395781,\N,2.57119,2.754786,2.387593,50,56.944444,30.907981,36.742997,38.166683,0.028279,0.500168
sh600000,浦发银行,2000-01-19,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.14,24.29,23.98,24.13,24.13,0.59,-0.000414,4658411,112325238,0.011646,9652000000,58153300000,0,0,\N,\N,\N,\N,2.475538,2.574035,2.554366,2.577323,2.633702,10日、30日均线死叉；,-0.034707,-0.020185,-0.029043,\N,15.079857,24.144186,-3.048799,\N,2.561736,2.751407,2.372065,41.666667,54.166667,30.778084,36.668672,38.128143,0.012842,0.503168
sh600000,浦发银行,2000-01-20,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.12,24.65,24.1,24.44,24.44,0.64,0.012847,5114418,124668176,0.012786,9776000000,58900400000,0,0,\N,\N,\N,\N,2.466186,2.558279,2.5503,2.573189,2.630653,1日、5日均线金叉；,-0.035978,-0.023344,-0.025269,\N,15.662994,21.317122,4.354739,\N,2.554366,2.74791,2.360823,41.666667,51.388889,40.15389,40.966043,40.680816,0.022793,0.588818
sh600000,浦发银行,2000-01-21,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.51,24.63,24.08,24.27,24.27,0.61,-0.006956,8138669,197523215,0.020347,9708000000,58490700000,0,0,\N,\N,\N,\N,2.467609,2.531546,2.545828,2.568682,2.62738,1日、5日均线死叉；10日、20日均线死叉；,-0.037914,-0.026258,-0.023313,\N,15.324625,19.319623,7.33463,\N,2.5503,2.742594,2.358007,41.666667,48.611111,36.867783,39.370529,39.749062,0.022504,1.207291
sh600000,浦发银行,2000-01-24,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.2,24.25,23.95,24.18,24.18,0.60,-0.003708,9250250,222404435,0.023126,9672000000,58273800000,0,0,\N,\N,\N,\N,2.463137,2.50034,2.542778,2.564108,2.624056,\N,-0.039713,-0.028949,-0.021529,\N,16.586787,18.408678,12.943006,\N,2.545828,2.737611,2.354045,33.333333,44.444444,35.045941,38.506084,39.257231,0.012361,1.326959
sh600000,浦发银行,2000-01-25,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.18,25.16,24.18,24.59,24.59,0.66,0.016956,7742275,191183031,0.019356,9836000000,59261900000,0,0,\N,\N,\N,\N,2.472285,2.483975,2.541965,2.561499,2.621661,1日、5日均线金叉；1日、10日均线金叉；,-0.037401,-0.030639,-0.013523,\N,29.724525,22.180627,44.812321,金叉,2.542778,2.731515,2.354041,33.333333,40.277778,48.8619,44.574082,42.681875,0.040529,1.109081
sh600000,浦发银行,2000-01-26,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.6,24.8,24.31,24.41,24.41,0.63,-0.00732,2737753,67037918,0.006844,9764000000,58828100000,0,0,\N,\N,\N,\N,2.477977,2.476758,2.541101,2.556213,2.619011,5日、10日均线金叉；,-0.036598,-0.031831,-0.009535,\N,35.419187,26.59348,53.0706,\N,2.541965,2.725318,2.358612,25,36.111111,43.93827,42.564049,41.611351,0.019927,0.41502
sh600000,浦发银行,2000-01-27,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.47,24.78,24.2,24.59,24.59,0.66,0.007374,6335055,154926927,0.015838,9836000000,59261900000,0,0,\N,\N,\N,\N,2.481027,2.473607,2.54105,2.551707,2.616798,\N,-0.034114,-0.032288,-0.003652,\N,43.470947,32.219302,65.974237,\N,2.541101,2.718924,2.363278,33.333333,34.722222,49.986051,45.260816,43.11172,0.023761,0.926069
