股票代码,股票名称,交易日期,股票行业,股票概念,新浪地域,开盘价,最高价,最低价,收盘价,后复权价,前复权价,涨跌幅,成交量,成交额,换手率,流通市值,总市值,是否涨停,是否跌停,市盈率,市销率,市现率,市净率,MA_5,MA_10,MA_20,MA_30,MA_60,MA金叉死叉,MACD_DIF,MACD_DEA,MACD_MACD,MACD_金叉死叉,KDJ_K,KDJ_D,KDJ_J,KDJ_金叉死叉,布林线中轨,布林线上轨,布林线下轨,psy,psyma,rsi1,rsi2,rsi3,振幅,量比
sh600000,浦发银行,2009-06-01,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.05,26.52,25.85,26.45,68.75,7.35,0.031189,58709625,1541265882,0.010370,149742641530,149742641530,0,0,12.667208,4.829063,1.031549,3.327549,7.45863,7.467186,7.33898,7.038947,6.525628,\N,0.257361,0.268417,-0.022112,\N,63.146577,50.02463,89.390472,\N,7.259312,8.270554,6.24807,50,55.555556,74.663738,69.894588,67.005587,0.026121,1.255824
sh600000,浦发银行,2009-06-02,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.65,26.72,26.05,26.12,67.92,7.23,-0.012476,42584217,1125332998,0.007522,147874396860,147874396860,0,0,12.509172,4.768816,1.018680,3.286034,7.536528,7.496103,7.384125,7.074453,6.570773,5日、10日均线金叉；,0.261015,0.266936,-0.011843,\N,67.64895,55.899404,91.148044,\N,7.33898,8.365,6.312959,50,52.777778,65.983261,65.543227,64.886932,0.025331,0.902155
sh600000,浦发银行,2009-06-03,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.31,28.73,26.31,28.73,74.53,8.23,0.099923,92229584,2572877811,0.016291,162650513850,162650513850,1,0,13.759126,5.245330,1.120469,3.614385,7.763727,7.600851,7.466153,7.136122,6.620442,\N,0.322337,0.278016,0.088641,金叉,78.432634,63.41048,108.476941,\N,7.384125,8.410385,6.357865,58.333333,52.777778,83.828125,77.58421,72.153655,0.092649,1.626117
sh600000,浦发银行,2009-06-04,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,28.85,30.11,28.67,30.06,77.91,8.74,0.046293,97344691,2851104504,0.017195,170180106030,170180106030,0,0,14.396077,5.488152,1.172339,3.781705,8.085346,7.720942,7.558213,7.215101,6.673898,\N,0.398013,0.302016,0.191995,\N,85.342114,70.721025,114.584292,\N,7.466153,8.57776,6.354546,58.333333,52.777778,87.75586,81.230427,74.914192,0.050122,1.388108
sh600000,浦发银行,2009-06-05,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,30.24,30.53,29.61,30.28,78.46,8.82,0.007319,68254813,2052984341,0.012056,171425602480,171425602480,0,0,14.501442,5.528320,1.180919,3.809384,8.358576,7.859918,7.643635,7.291228,6.727256,\N,0.457946,0.333202,0.249489,\N,88.921911,76.787987,113.189759,\N,7.558213,8.795447,6.320979,58.333333,54.166667,88.319021,81.765676,75.336236,0.030605,0.950299
sh600000,浦发银行,2009-06-08,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,30.29,31.16,29.6,30.59,79.25,8.94,0.010238,92542254,2828347891,0.016346,173180620210,173180620210,0,0,14.649908,5.584919,1.193010,3.848384,8.60289,8.03076,7.732006,7.37483,6.786564,\N,0.506981,0.367958,0.278046,\N,89.904193,81.160056,107.392469,\N,7.643635,8.976711,6.310558,58.333333,55.555556,89.161906,82.531412,75.931611,0.051519,1.177516
sh600000,浦发银行,2009-06-09,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.81,21.94,20.89,21.32,77.95,8.75,-0.016738,77798809,1656098299,0.009816,168979900350,168979900350,0,0,14.404698,5.491439,1.173041,3.783970,8.836462,8.186495,7.809579,7.457428,6.841388,\N,0.527569,0.39988,0.255378,\N,61.33178,74.55063,34.894079,死叉,7.732006,9.155739,6.308274,58.333333,56.944444,78.005872,76.726008,72.898788,0.048425,0.908503
sh600000,浦发银行,2009-06-10,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.28,21.5,20.8,21,76.82,8.57,-0.015009,106006375,2238772441,0.013375,166443616670,166443616670,0,0,14.188498,5.409018,1.155435,3.727176,8.88937,8.326548,7.879311,7.535685,6.895663,1日、5日均线死叉；,0.527061,0.425316,0.20349,\N,41.531354,63.544205,-2.494348,\N,7.809579,9.281663,6.337495,58.333333,58.333333,68.886531,71.863845,70.314906,0.032833,1.199311
sh600000,浦发银行,2009-06-11,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.02,21.31,20.86,21.04,76.96,8.60,0.001905,69016669,1452124386,0.008708,166760652130,166760652130,0,0,14.215527,5.419322,1.157636,3.734277,8.867122,8.476234,7.942646,7.617447,6.95174,\N,0.521985,0.44465,0.15467,\N,28.45977,51.849393,-18.319476,\N,7.879311,9.37386,6.384762,66.666667,59.722222,69.422809,72.104934,70.451536,0.021429,0.834303
sh600000,浦发银行,2009-06-12,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.02,21.1,20.2,20.43,74.79,8.27,-0.028992,74211800,1528565061,0.009363,161925861360,161925861360,0,0,13.80339,5.262205,1.124074,3.626012,8.781106,8.569841,7.994466,7.696155,7.004028,1日、10日均线死叉；,0.491804,0.454081,0.075446,\N,19.672693,41.123827,-23.229573,\N,7.942646,9.445201,6.440091,58.333333,59.722222,52.777792,63.10978,65.644275,0.042776,0.884367
sh600000,浦发银行,2009-06-15,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,20.52,21.45,20.4,21.42,78.31,8.80,0.048458,91019227,1904819789,0.011484,169772489000,169772489000,0,0,14.472275,5.517201,1.178544,3.801722,8.759218,8.681054,8.07412,7.786338,7.0592,1日、5日均线金叉；1日、10日均线金叉；,0.495428,0.46235,0.066155,\N,16.825591,33.024415,-15.572056,\N,7.994466,9.484047,6.504884,66.666667,61.111111,67.809331,69.783733,69.203108,0.051395,1.088609
sh600000,浦发银行,2009-06-16,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.13,21.4,20.75,21.05,76.99,8.60,-0.017274,75468633,1591263955,0.009522,166839910990,166839910990,0,0,14.222281,5.421897,1.158186,3.736051,8.73674,8.786601,8.141352,7.851617,7.108659,1日、10日均线死叉；5日、10日均线死叉；,0.480334,0.465947,0.028774,\N,13.802219,26.617016,-11.827376,\N,8.07412,9.594339,6.553901,58.333333,61.111111,59.338032,64.98988,66.515932,0.030345,0.90768
sh600000,浦发银行,2009-06-17,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.05,21.24,20.35,21.16,77.38,8.66,0.005226,74355765,1545956204,0.009381,167711758510,167711758510,0,0,14.296606,5.450231,1.164239,3.755575,8.750061,8.819716,8.210283,7.917341,7.16011,\N,0.466688,0.466095,0.001185,\N,12.121187,21.785073,-7.206584,\N,8.141352,9.666736,6.615968,58.333333,61.111111,61.073039,65.752928,66.914499,0.04228,0.967992
sh600000,浦发银行,2009-06-18,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.17,21.8,21,21.39,78.2,8.78,0.01087,98075621,2113488701,0.012374,169534712410,169534712410,0,0,14.452011,5.509475,1.176894,3.796399,8.779201,8.823162,8.272052,7.979863,7.211632,1日、10日均线金叉；,0.458316,0.464539,-0.012447,死叉,11.700013,18.423386,-1.746734,\N,8.210283,9.740971,6.679595,66.666667,62.5,64.83746,67.374824,67.751975,0.037807,1.18698
sh600000,浦发银行,2009-06-19,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.47,22.05,21.42,21.8,79.65,9.01,0.019168,83611079,1823444053,0.010549,172784325870,172784325870,0,0,14.729027,5.615081,1.199453,3.869168,8.893261,8.837183,8.34855,8.041484,7.267917,5日、10日均线金叉；,0.460148,0.463661,-0.007025,\N,36.628837,24.49187,60.902772,金叉,8.272052,9.796211,6.747892,66.666667,62.5,70.864383,70.126033,69.202026,0.029453,0.989409
sh600000,浦发银行,2009-06-22,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,22.16,22.53,22,22.14,80.86,9.19,0.015596,87806428,1953940414,0.011078,175479127290,175479127290,0,0,14.958741,5.702654,1.218159,3.929511,8.953205,8.856211,8.443486,8.106741,7.322135,\N,0.46763,0.464455,0.006351,金叉,52.173159,33.718966,89.081545,\N,8.34855,9.888248,6.808853,66.666667,63.888889,75.109691,72.243453,70.355454,0.024312,1.047016
sh600000,浦发银行,2009-06-23,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,21.71,23,21.56,22.45,81.96,9.35,0.014002,123929380,2766675586,0.015636,177936152100,177936152100,0,0,15.168193,5.782502,1.235216,3.984532,9.069762,8.903251,8.544873,8.174136,7.377175,\N,0.478458,0.467255,0.022405,\N,61.56782,43.001918,98.699626,\N,8.443486,10.016844,6.870127,66.666667,63.888889,78.532248,74.071463,71.375426,0.065041,1.324659
sh600000,浦发银行,2009-06-24,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,22.2,22.55,21.91,22.35,81.61,9.30,-0.004454,73607973,1634329790,0.009287,177143563450,177143563450,0,0,15.100634,5.756747,1.229714,3.966785,9.168837,8.959449,8.642999,8.239357,7.430145,\N,0.478168,0.469438,0.01746,\N,66.640452,50.881429,98.158497,\N,8.544873,10.15531,6.934436,58.333333,63.888889,74.563731,72.39381,70.558328,0.028508,0.788042
sh600000,浦发银行,2009-06-25,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,22.31,22.58,22.04,22.14,80.86,9.19,-0.009396,49788126,1111448280,0.006282,175479127290,175479127290,0,0,14.958748,5.702657,1.218160,3.929513,9.231279,9.00524,8.740737,8.296844,7.476987,1日、5日均线死叉；,0.465518,0.468654,-0.006272,死叉,66.942691,56.235183,88.357707,\N,8.642999,10.277851,7.008147,58.333333,63.888889,66.140427,68.822526,68.831495,0.024161,0.594495
sh600000,浦发银行,2009-06-26,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,22.2,23.1,22.18,22.98,83.84,9.64,0.03794,94521011,2151409823,0.011926,182136871950,182136871950,0,0,15.526283,5.919016,1.264377,4.078599,9.329519,9.11139,8.840615,8.366774,7.527393,1日、5日均线金叉；,0.478195,0.470562,0.015266,金叉,76.507249,62.992538,103.536669,\N,8.740737,10.389037,7.092437,66.666667,63.888889,78.04518,74.345045,71.720279,0.041554,1.099969
sh600000,浦发银行,2009-06-29,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,23,23.32,22.85,23.21,84.66,9.76,0.010009,61732894,1428706821,0.007789,183959825850,183959825850,0,0,15.681686,5.978259,1.277032,4.119422,9.418602,9.185903,8.933478,8.444714,7.580232,\N,0.490316,0.474513,0.031607,\N,83.103598,69.696225,109.918344,\N,8.840615,10.514835,7.166396,66.666667,63.888889,80.318891,75.634273,72.449857,0.020453,0.764817
sh600000,浦发银行,2009-06-30,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,23.3,23.35,22.9,23.02,83.98,9.66,-0.008186,52875351,1219939538,0.006671,182453907410,182453907410,0,0,15.553315,5.929321,1.266578,4.085700,9.466058,9.26791,9.027255,8.516871,7.632146,\N,0.487916,0.477194,0.021445,\N,84.054881,74.482443,103.199756,\N,8.933478,10.626329,7.240628,66.666667,63.888889,72.84116,72.357568,70.873799,0.019388,0.795057
sh600000,浦发银行,2009-07-01,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,23.06,24.19,22.92,24.14,87.96,10.26,0.048653,67869626,1610193687,0.008563,191330900300,191330900300,0,0,16.310031,6.217800,1.328201,4.284482,9.615083,9.39196,9.105838,8.604175,7.692371,\N,0.517667,0.485288,0.064757,\N,88.768236,79.244374,107.815959,\N,9.027255,10.732121,7.322389,66.666667,63.888889,83.625141,78.380642,74.311199,0.055169,1.038438
sh600000,浦发银行,2009-07-02,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.21,24.99,24.15,24.48,89.17,10.45,0.014085,79740701,1955535328,0.010061,194025701720,194025701720,0,0,16.539758,6.305378,1.346909,4.344829,9.8099,9.520589,9.171875,8.688231,7.754709,\N,0.546367,0.497504,0.097726,\N,87.555889,82.014879,98.637909,\N,9.105838,10.802888,7.408788,75,66.666667,85.69448,79.835738,75.236988,0.034797,1.117632
sh600000,浦发银行,2009-07-03,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.3,24.96,24.2,24.93,90.76,10.69,0.018382,61158144,1503249440,0.007716,197592350640,197592350640,0,0,16.843791,6.421283,1.371668,4.424695,9.972247,9.650883,9.244033,8.782661,7.818153,\N,0.577569,0.513517,0.128105,\N,91.120836,85.050198,103.262111,\N,9.171875,10.828223,7.515528,75,69.444444,88.085676,81.621629,76.410997,0.031046,0.945618
sh600000,浦发银行,2009-07-06,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.95,25.68,24.95,25.4,92.43,10.94,0.018853,60577550,1534281176,0.007643,201317517300,201317517300,0,0,17.161347,6.542344,1.397528,4.508114,10.154575,9.786588,9.3214,8.891186,7.886726,\N,0.611041,0.533022,0.156039,\N,91.604872,87.235089,100.344437,\N,9.244033,10.877201,7.610865,75,70.833333,90.149409,83.30629,77.569986,0.029282,0.939999
sh600000,浦发银行,2009-07-07,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.41,25.41,24.5,24.55,89.41,10.48,-0.033465,86429237,2148024178,0.010905,194580513770,194580513770,0,0,16.587043,6.323404,1.350760,4.357250,10.281954,9.874006,9.388628,8.987917,7.954074,1日、5日均线死叉；,0.602076,0.546833,0.110486,\N,84.055263,86.175147,79.815494,死叉,9.3214,10.947998,7.694802,66.666667,70.833333,65.519708,70.547798,70.987957,0.035827,1.214661
sh600000,浦发银行,2009-07-08,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.2,24.6,23.5,24.31,88.56,10.36,-0.009776,90744812,2181209862,0.011449,192678301010,192678301010,0,0,16.424888,6.261587,1.337555,4.314654,10.296107,9.955595,9.457522,9.080531,8.014397,\N,0.580221,0.55351,0.053421,\N,76.322556,82.89095,63.185768,\N,9.388628,10.987658,7.789599,58.333333,69.444444,59.968487,67.369733,69.256553,0.044807,1.198266
sh600000,浦发银行,2009-07-09,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.33,24.67,23.8,24.45,89.06,10.43,0.005759,70982664,1719489459,0.008956,193787925120,193787925120,0,0,16.519479,6.297647,1.345258,4.339502,10.293608,10.051754,9.528497,9.177743,8.074756,\N,0.561135,0.555035,0.012199,\N,69.727405,78.503102,52.176011,\N,9.457522,11.037336,7.877708,58.333333,68.055556,62.20977,68.279087,69.706301,0.035788,0.959504
sh600000,浦发银行,2009-07-10,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.47,24.59,24,24.22,88.24,10.31,-0.009407,46576845,1131285222,0.005877,191964971220,191964971220,0,0,16.36408,6.238405,1.332603,4.298680,10.234496,10.103372,9.607381,9.261534,8.131995,1日、10日均线死叉；,0.532149,0.550458,-0.036618,死叉,62.312275,73.106159,40.724505,\N,9.528497,11.092807,7.964187,58.333333,65.277778,56.025869,65.031059,68.000955,0.024131,0.655438
sh600000,浦发银行,2009-07-13,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,23.8,24.18,23.39,23.44,85.47,9.89,-0.032205,72304791,1712218205,0.009123,185782779750,185782779750,0,0,15.837075,6.037497,1.289686,4.160241,10.071316,10.112945,9.649424,9.326634,8.18279,5日、10日均线死叉；,0.477473,0.535861,-0.116776,\N,47.82171,64.678009,14.10911,\N,9.607381,11.169471,8.04529,58.333333,62.5,39.889357,55.29899,62.582858,0.032618,0.984976
sh600000,浦发银行,2009-07-14,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,23.57,24.33,23.57,24.2,88.17,10.30,0.032423,61761776,1490350366,0.007792,191806453490,191806453490,0,0,16.35056,6.233251,1.331502,4.295129,10.042176,10.162065,9.714987,9.405525,8.239989,1日、5日均线金叉；,0.454432,0.519575,-0.130287,\N,43.671533,57.675851,15.662897,\N,9.649424,11.166169,8.132679,58.333333,59.722222,55.032455,61.433701,65.386807,0.032423,0.901972
sh600000,浦发银行,2009-07-15,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.36,24.75,24,24.26,88.38,10.33,0.002479,56740226,1379454612,0.007159,192282006680,192282006680,0,0,16.391094,6.248703,1.334803,4.305776,10.038012,10.167059,9.77951,9.459578,8.29785,\N,0.433193,0.502299,-0.138211,\N,41.778111,52.376604,20.581124,\N,9.714987,11.214684,8.215291,58.333333,58.333333,56.080508,61.884157,65.599147,0.030992,0.920013
sh600000,浦发银行,2009-07-16,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.56,25.4,24.19,25.07,91.26,10.76,0.033388,106605125,2657860669,0.013450,198701974760,198701974760,0,0,16.938359,6.457335,1.379369,4.449537,10.089627,10.191618,9.856103,9.511789,8.363445,1日、10日均线金叉；,0.438514,0.489542,-0.102056,\N,52.306222,52.353143,52.21238,\N,9.77951,11.262055,8.296964,66.666667,59.722222,68.119281,67.478974,68.335874,0.049876,1.549544
sh600000,浦发银行,2009-07-17,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.1,25.32,24.76,25.06,91.22,10.76,-0.000399,64698490,1613150292,0.008163,198622715890,198622715890,0,0,16.931601,6.454759,1.378819,4.447762,10.159559,10.197028,9.923955,9.561698,8.426463,\N,0.437353,0.479104,-0.083502,\N,62.428571,55.711619,75.862474,金叉,9.856103,11.334378,8.377829,58.333333,59.722222,67.843693,67.345798,68.265891,0.022337,0.893353
sh600000,浦发银行,2009-07-20,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.13,25.39,24.79,25.29,92.04,10.88,0.009178,68261672,1713530020,0.008612,200445669790,200445669790,0,0,17.086999,6.514000,1.391473,4.488584,10.313578,10.192447,9.989518,9.611749,8.493289,5日、10日均线金叉；,0.439097,0.471102,-0.064011,\N,73.128168,61.517135,96.350233,\N,9.923955,11.383887,8.464024,58.333333,59.722222,71.07279,68.886086,69.026946,0.023943,0.953196
sh600000,浦发银行,2009-07-21,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.3,25.59,24.8,24.87,90.55,10.66,-0.016607,76361209,1920622519,0.009634,197116797450,197116797450,0,0,16.803235,6.405822,1.368365,4.414042,10.369358,10.205767,10.039886,9.661008,8.559218,1日、5日均线死叉；,0.421513,0.461184,-0.079344,\N,71.176355,64.736875,84.055313,\N,9.989518,11.428214,8.550821,50,58.333333,58.254342,62.969234,66.010491,0.031238,1.024524
sh600000,浦发银行,2009-07-22,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.82,25.38,24.71,25.17,91.61,10.82,0.012063,66998495,1675794501,0.008453,199494563410,199494563410,0,0,17.005933,6.483096,1.384872,4.467288,10.44512,10.241566,10.09858,9.71887,8.627277,1日、5日均线金叉；,0.412895,0.451526,-0.077264,\N,74.4206,67.964783,87.332233,\N,10.039886,11.44034,8.639432,50,56.944444,63.843997,65.292317,67.082694,0.02694,0.874825
sh600000,浦发银行,2009-07-23,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.25,25.87,25,25.55,92.96,11.02,0.015097,74176102,1891216876,0.009359,202506400280,202506400280,0,0,17.262671,6.580971,1.405779,4.534731,10.485083,10.287355,10.169554,9.78145,8.699448,\N,0.414056,0.444032,-0.059953,\N,78.645991,71.525186,92.887602,\N,10.09858,11.477962,8.719199,58.333333,56.944444,69.958012,68.060891,68.400172,0.034565,1.058159
sh600000,浦发银行,2009-07-24,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.7,25.85,24.9,25.26,91.93,10.87,-0.01135,66496307,1684536736,0.008390,200207893190,200207893190,0,0,17.06674,6.506277,1.389824,4.483262,10.501735,10.330647,10.217009,9.848469,8.772312,\N,0.400617,0.435349,-0.069465,\N,76.923415,73.324596,84.121053,\N,10.169554,11.548298,8.790811,58.333333,55.555556,60.577035,63.822457,66.28743,0.037182,0.943762
sh600000,浦发银行,2009-07-27,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.46,25.84,25.25,25.69,93.46,11.10,0.017023,61814131,1584116289,0.007799,203616024390,203616024390,0,0,17.357267,6.617033,1.413482,4.559580,10.535038,10.424308,10.268627,9.907719,8.847028,\N,0.399801,0.42824,-0.056876,\N,81.407054,76.018748,92.183664,\N,10.217009,11.563663,8.870356,58.333333,55.555556,68.17141,67.133277,67.825132,0.023357,0.893665
sh600000,浦发银行,2009-07-28,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.72,26.1,25.3,25.59,93.1,11.04,-0.003893,61288879,1570967801,0.007733,202823435740,202823435740,0,0,17.289695,6.591273,1.407980,4.541830,10.594981,10.482169,10.322117,9.970715,8.911166,\N,0.391285,0.420849,-0.059127,\N,78.704179,76.913892,82.284753,\N,10.268627,11.589085,8.948168,58.333333,55.555556,64.693155,65.609811,67.082537,0.031141,0.926447
sh600000,浦发银行,2009-07-29,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.54,26.58,23.53,25.01,91.05,10.73,-0.022665,121528473,3116184593,0.015333,198226421570,198226421570,0,0,16.897824,6.441882,1.376068,4.438889,10.58166,10.51339,10.340224,10.024136,8.970738,1日、5日均线死叉；1日、10日均线死叉；,0.360894,0.408858,-0.095927,\N,68.644316,74.157366,57.618215,死叉,10.322117,11.627393,9.016841,58.333333,56.944444,47.741452,57.372844,62.914127,0.119187,1.577047
sh600000,浦发银行,2009-07-30,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.3,26.95,25.29,26.89,97.72,11.74,0.07517,160811191,4214284811,0.020289,213127088200,213127088200,0,0,18.168034,6.926118,1.479507,4.772561,10.693221,10.589152,10.390385,10.100453,9.040158,1日、5日均线金叉；1日、10日均线金叉；,0.3954,0.406166,-0.021533,\N,78.511415,75.608716,84.316814,金叉,10.340224,11.575901,9.104548,58.333333,58.333333,74.119456,70.478479,69.354896,0.066373,1.703729
sh600000,浦发银行,2009-07-31,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.07,27.19,26.41,27.17,98.71,11.89,0.010413,102523516,2754536615,0.012935,215346336420,215346336420,0,0,18.357218,6.998240,1.494913,4.822257,10.852237,10.676986,10.437007,10.174965,9.108225,\N,0.427227,0.410378,0.033696,金叉,85.492128,78.903187,98.670009,\N,10.390385,11.593902,9.186868,58.333333,58.333333,76.261044,71.88303,70.160303,0.029007,1.009157
sh600000,浦发银行,2009-08-03,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.35,27.36,26.6,27.1,98.46,11.86,-0.002576,73027668,1967952808,0.009214,214791524370,214791524370,0,0,18.309929,6.980213,1.491062,4.809835,10.969627,10.752332,10.47239,10.243789,9.175265,\N,0.444969,0.417296,0.055345,\N,88.065248,81.957207,100.281329,\N,10.437007,11.596268,9.277746,50,56.944444,74.414041,70.962401,69.68263,0.027972,0.703299
sh600000,浦发银行,2009-08-04,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,27.16,27.16,25.95,26.31,95.66,11.43,-0.029151,92648371,2442891312,0.011689,208530074030,208530074030,0,0,17.776177,6.776732,1.447596,4.669624,11.029572,10.812277,10.509022,10.29735,9.235743,1日、5日均线死叉；,0.427566,0.41935,0.016431,\N,82.905117,82.273177,84.168998,\N,10.47239,11.549972,9.394807,50,55.555556,56.032769,61.295976,64.50971,0.044649,0.841433
sh600000,浦发银行,2009-08-05,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,26.1,26.3,25.4,25.63,93.25,11.07,-0.025846,86901078,2235285640,0.010964,203140471200,203140471200,0,0,17.316734,6.601581,1.410182,4.548933,11.081192,10.831426,10.536496,10.342862,9.291109,1日、10日均线死叉；,0.386477,0.412776,-0.052597,死叉,73.546841,79.364398,61.911725,死叉,10.509022,11.539742,9.478302,41.666667,52.777778,44.642333,54.344553,60.47718,0.034208,0.842209
sh600000,浦发银行,2009-08-06,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.39,25.9,24.51,25.18,91.65,10.82,-0.017558,86728457,2170259589,0.010942,199573822270,199573822270,0,0,17.012686,6.485670,1.385422,4.469062,10.938826,10.816024,10.551689,10.385044,9.340944,1日、20日均线死叉；,0.334937,0.397208,-0.124541,\N,63.39154,74.040112,42.094397,\N,10.536496,11.525551,9.547441,41.666667,50,38.437329,50.231924,57.974627,0.054233,0.981471
sh600000,浦发银行,2009-08-07,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25,25.6,24.68,24.87,90.55,10.66,-0.012311,68659396,1726886343,0.008663,197116797450,197116797450,0,0,16.803243,6.405825,1.368366,4.414044,10.747341,10.799789,10.565218,10.411269,9.389021,1日、30日均线死叉；5日、10日均线死叉；,0.280446,0.373856,-0.186819,\N,53.923342,67.334522,27.100982,\N,10.551689,11.497664,9.605715,33.333333,45.833333,34.476183,47.528988,56.300035,0.036537,0.841486
sh600000,浦发银行,2009-08-10,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,25.15,25.4,24,24.43,88.99,10.42,-0.017692,69101065,1700247199,0.008718,193629407390,193629407390,0,0,16.50596,6.292494,1.344157,4.335951,10.525051,10.747339,10.585824,10.428197,9.436456,5日、20日均线死叉；,0.219947,0.343074,-0.246254,\N,43.781793,59.483612,12.378154,\N,10.565218,11.491943,9.638493,25,40.277778,29.328191,43.873459,53.990239,0.056293,0.85513
sh600000,浦发银行,2009-08-11,金融行业,融资融券；国企改革；保险重仓；信托重仓；上海本地；超大盘；基金重仓,上海,24.58,24.65,24,24.34,88.67,10.37,-0.003684,54769622,1329665218,0.006910,192916077600,192916077600,0,0,16.445152,6.269312,1.339205,4.319977,10.361039,10.695306,10.588737,10.446513,9.481692,5日、30日均线死叉；,0.167052,0.307869,-0.281635,\N,32.560878,50.509368,-3.336102,\N,10.585824,11.529827,9.64182,25,36.111111,28.291276,43.133203,53.521569,0.026607,0.747893
